lrsn,CadValue_NetTax
535720,315830.0000000000
535722,323750.0000000000
535727,394840.0000000000
535736,743970.0000000000
535738,140000.0000000000
535745,0.0000000000
535747,665200.0000000000
535752,153000.0000000000
535761,425030.0000000000
535763,469160.0000000000
535770,362510.0000000000
535772,359110.0000000000
535777,634970.0000000000
535779,58104.0000000000
535788,62976.0000000000
535820,821145.0000000000
535822,490987.0000000000
535827,6260000.0000000000
535836,4289457.0000000000
535838,1055789.0000000000
535847,1000.0000000000
535852,92625.0000000000
535854,44588.0000000000
535856,450775.0000000000
535861,201879.0000000000
535870,524720.0000000000
535872,492820.0000000000
535881,61030.0000000000
535886,93089.0000000000
535888,1000.0000000000
535895,226448.0000000000
535897,218955.0000000000
535902,206601.0000000000
535938,368643.0000000000
77508,1095317.0000000000
77522,482748.0000000000
77524,75324.0000000000
77533,1000.0000000000
77540,125507.0000000000
77547,9245.0000000000
77549,826414.0000000000
77563,1637292.0000000000
77565,0.0000000000
77574,362191.0000000000
77583,370786.0000000000
77590,16990.0000000000
77597,128703.0000000000
77599,102737.0000000000
77606,119956.0000000000
77608,93993.0000000000
77615,227217.0000000000
77638,177430.0000000000
77640,40675.0000000000
77649,131220.0000000000
77656,1000.0000000000
77658,113400.0000000000
77663,1765518.0000000000
77665,122850.0000000000
77667,122850.0000000000
77672,122850.0000000000
77674,122850.0000000000
77681,1000.0000000000
77683,703650.0000000000
77688,1600499.0000000000
77692,5253469.0000000000
77697,2029260.0000000000
77699,400000.0000000000
77706,1887890.0000000000
77708,400000.0000000000
77713,400000.0000000000
77715,3296551.0000000000
77717,2472080.0000000000
77722,3559130.0000000000
77724,2510690.0000000000
77733,2324590.0000000000
77742,1000.0000000000
77747,122850.0000000000
77749,45360.0000000000
77765,128625.0000000000
77772,3413450.0000000000
77774,2576450.0000000000
77781,1884904.0000000000
77790,1095013.0000000000
77797,4402666.0000000000
77799,12596.0000000000
77806,748862.0000000000
77808,734343.0000000000
77817,3304.0000000000
77833,475204.0000000000
77840,1000.0000000000
77842,520520.0000000000
77847,521022.0000000000
77849,654908.0000000000
77856,805078.0000000000
77858,504230.0000000000
77865,813840.0000000000
77867,1000.0000000000
77872,584600.0000000000
77874,519810.0000000000
77881,570410.0000000000
77890,741452.0000000000
77892,652870.0000000000
77897,700156.0000000000
77899,486752.0000000000
77906,753210.0000000000
77908,597110.0000000000
77915,605778.0000000000
77917,1048816.0000000000
77922,760710.0000000000
77924,650894.0000000000
77926,656150.0000000000
77933,387940.0000000000
77942,324150.0000000000
77947,420150.0000000000
77949,372700.0000000000
77951,394790.0000000000
77956,314560.0000000000
77958,417100.0000000000
77974,1612920.0000000000
77976,1243803.0000000000
77981,992719.0000000000
77983,1148186.0000000000
77990,2323.0000000000
77999,80960.0000000000
78008,235913.0000000000
78017,13365.0000000000
78024,511209.0000000000
78026,507197.0000000000
78033,1210101.0000000000
78040,135351.0000000000
78049,258730.0000000000
78051,350070.0000000000
78056,476030.0000000000
78058,367260.0000000000
78065,301000.0000000000
78067,382440.0000000000
78074,496650.0000000000
78076,382070.0000000000
78081,448330.0000000000
78083,459680.0000000000
78090,338440.0000000000
78092,424380.0000000000
78106,256817.0000000000
78108,0.0000000000
78117,31387.0000000000
78124,1183556.0000000000
78126,1000.0000000000
78131,409313.0000000000
78133,1001685.0000000000
78140,400000.0000000000
78142,400000.0000000000
78149,3098626.0000000000
78151,1187500.0000000000
78156,2156643.0000000000
78158,5637.0000000000
78165,957066.0000000000
78167,695518.0000000000
78174,573858.0000000000
78176,489844.0000000000
78181,292650.0000000000
78185,496720.0000000000
78190,17727.0000000000
78192,1479386.0000000000
78199,1676822.0000000000
78201,1676822.0000000000
78206,1736673.0000000000
78208,1731374.0000000000
78210,1565240.0000000000
78215,1327935.0000000000
78217,1027905.0000000000
78224,1458019.0000000000
78233,1384020.0000000000
78235,962152.0000000000
78240,652333.0000000000
78242,328010.0000000000
78249,1000.0000000000
78251,422445.0000000000
78258,261685.0000000000
78260,293256.0000000000
78265,641768.0000000000
78267,5206.0000000000
78274,1000.0000000000
78276,246190.0000000000
78283,357375.0000000000
78285,252990.0000000000
78290,291470.0000000000
78292,252130.0000000000
78299,275840.0000000000
78301,377540.0000000000
78308,265630.0000000000
78310,272460.0000000000
78315,273170.0000000000
78317,288720.0000000000
78324,371540.0000000000
78326,357500.0000000000
78333,292440.0000000000
78335,369580.0000000000
78340,248210.0000000000
78342,367570.0000000000
78349,246090.0000000000
78351,310950.0000000000
78358,278270.0000000000
78360,316020.0000000000
78365,271480.0000000000
78367,287180.0000000000
78374,249770.0000000000
78376,399470.0000000000
78383,331450.0000000000
78385,0.0000000000
78390,319320.0000000000
78392,458300.0000000000
78394,0.0000000000
78399,33677.0000000000
78408,604122.0000000000
78415,17980.0000000000
78417,52044.0000000000
78426,0.0000000000
78433,259510.0000000000
78440,6188.0000000000
78444,46690.0000000000
78449,47270.0000000000
78451,39340.0000000000
78458,37592.0000000000
78460,507540.0000000000
78483,157124.0000000000
78485,866575.0000000000
78492,278180.0000000000
78494,293690.0000000000
78499,450718.0000000000
78501,1035239.0000000000
78508,1038838.0000000000
78510,769226.0000000000
78517,637248.0000000000
78519,773890.0000000000
78524,672145.0000000000
78526,502077.0000000000
78533,614172.0000000000
78535,562966.0000000000
87455,577130.0000000000
87456,769320.0000000000
87469,621900.0000000000
87470,689600.0000000000
87471,744660.0000000000
87472,423560.0000000000
87473,545500.0000000000
87486,573130.0000000000
87487,533910.0000000000
87488,589650.0000000000
87489,650300.0000000000
87503,63664.0000000000
87504,1000.0000000000
87505,1000.0000000000
87506,1000.0000000000
87520,1264802.0000000000
87521,1539843.0000000000
87522,460000.0000000000
87523,1733925.0000000000
87536,2713786.0000000000
87537,2897211.0000000000
87538,2604842.0000000000
87553,616450.0000000000
87554,352600.0000000000
87555,436710.0000000000
87556,408290.0000000000
87570,95000.0000000000
87571,566700.0000000000
87573,648650.0000000000
87586,397380.0000000000
87587,347350.0000000000
87588,453300.0000000000
87589,373300.0000000000
87603,411547.0000000000
87604,666861.0000000000
87605,243758.0000000000
87606,388776.0000000000
87622,1000.0000000000
87636,592620.0000000000
87637,592620.0000000000
87638,592620.0000000000
87639,592620.0000000000
87640,592620.0000000000
87653,592620.0000000000
87654,592620.0000000000
87655,592620.0000000000
87656,592620.0000000000
87670,298870.0000000000
87671,301810.0000000000
87672,414956.0000000000
87673,513704.0000000000
87705,0.0000000000
87706,1000.0000000000
87707,648486.0000000000
87721,4813669.0000000000
87722,1400000.0000000000
87723,1400350.0000000000
87737,2000000.0000000000
87738,96088.0000000000
87739,6674884.0000000000
87740,600000.0000000000
87753,4564627.0000000000
87754,4762080.0000000000
87755,5151648.0000000000
87756,5509848.0000000000
87757,1872000.0000000000
87770,608280.0000000000
87771,1400000.0000000000
87772,6458140.0000000000
87773,7394860.0000000000
87787,800000.0000000000
87789,408280.0000000000
87790,408480.0000000000
87804,1105990.0000000000
87805,3988709.0000000000
87806,600000.0000000000
87807,800450.0000000000
87820,1402380.0000000000
87821,401350.0000000000
87822,406490.0000000000
87823,402510.0000000000
87824,400000.0000000000
87837,5760216.0000000000
87838,5657688.0000000000
87839,5553456.0000000000
87854,5686824.0000000000
87855,5679816.0000000000
87856,5196408.0000000000
87857,6039096.0000000000
87870,2002140.0000000000
87871,3129477.0000000000
87872,2002680.0000000000
87873,603860.0000000000
87874,600400.0000000000
87887,315780.0000000000
87888,386100.0000000000
87889,320840.0000000000
87890,319260.0000000000
87904,292680.0000000000
87905,368010.0000000000
87906,417210.0000000000
87907,521970.0000000000
87922,244549.0000000000
87923,181970.0000000000
87924,156425.0000000000
87937,1000.0000000000
87938,264930.0000000000
87939,2805.0000000000
87940,311440.0000000000
500153,4791.0000000000
500203,2968855.0000000000
500269,724.0000000000
500285,3350660.0000000000
500468,113555.0000000000
500569,25845.0000000000
500736,3808268.0000000000
500737,12856.0000000000
500803,1321248.0000000000
500903,127198.0000000000
500904,0.0000000000
500936,1107324.0000000000
501104,1409046.0000000000
501539,510814.0000000000
501755,1993534.0000000000
501757,117969.0000000000
501758,160438.0000000000
501788,35465.0000000000
501789,5806928.0000000000
501857,10951.0000000000
502126,515632.0000000000
502259,7423.0000000000
502326,0.0000000000
502475,0.0000000000
502477,113420.0000000000
502543,36265.0000000000
502593,49727.0000000000
502757,4174432.0000000000
502844,840500.0000000000
502876,446.0000000000
502927,778361.0000000000
502943,158706.0000000000
503061,6027385.0000000000
503159,366567.0000000000
503293,695.0000000000
503495,27760.0000000000
503527,5293.0000000000
503562,90571.0000000000
503612,376832.0000000000
503643,3951099.0000000000
503678,0.0000000000
503797,488787.0000000000
503963,456030.0000000000
504047,41723.0000000000
504078,548720.0000000000
504111,5821419.0000000000
504163,0.0000000000
504278,6865383.0000000000
504413,347082.0000000000
504446,118259.0000000000
504815,159953.0000000000
504899,611017.0000000000
504949,171939.0000000000
505381,0.0000000000
505465,7097292.0000000000
505683,103808.0000000000
505751,1405.0000000000
505836,37609.0000000000
505850,54357.0000000000
505867,573694.0000000000
506053,410288.0000000000
506284,1543608.0000000000
506320,175000.0000000000
506354,16637.0000000000
506737,745.0000000000
506989,3823541.0000000000
507003,4728155.0000000000
507005,6738.0000000000
507105,210191.0000000000
507223,0.0000000000
507387,3602.0000000000
507557,153578.0000000000
507605,205840.0000000000
507640,1070593.0000000000
507688,312.0000000000
507939,0.0000000000
507958,257431.0000000000
508006,778832.0000000000
508526,420.0000000000
508777,637484.0000000000
508792,19323.0000000000
509393,268353.0000000000
509612,6807492.0000000000
509662,1241926.0000000000
509793,383002.0000000000
509860,1201692.0000000000
509879,36910.0000000000
510397,0.0000000000
510614,4223389.0000000000
510831,83281.0000000000
511351,2745.0000000000
511602,194.0000000000
512167,51892.0000000000
512284,1082.0000000000
512501,1333303.0000000000
78542,612904.0000000000
78544,555826.0000000000
78549,2240.0000000000
78551,666468.0000000000
78558,653439.0000000000
78560,1352183.0000000000
78569,842558.0000000000
78576,1000.0000000000
78583,122850.0000000000
78585,122850.0000000000
78592,122850.0000000000
78594,1000.0000000000
78599,113400.0000000000
78601,113400.0000000000
78608,113400.0000000000
78617,224080.0000000000
78619,466328.0000000000
78624,183750.0000000000
78626,330750.0000000000
78633,122850.0000000000
78635,183750.0000000000
78642,5405208.0000000000
78644,229688.0000000000
78649,1000.0000000000
78653,1000.0000000000
78660,1553390.0000000000
78667,1715880.0000000000
78669,1669300.0000000000
78674,1494920.0000000000
78676,1529610.0000000000
78678,1552520.0000000000
78683,1571620.0000000000
78685,0.0000000000
78694,164703.0000000000
78701,647550.0000000000
78703,652370.0000000000
78708,562580.0000000000
78710,558080.0000000000
78717,707450.0000000000
78719,614760.0000000000
78726,565570.0000000000
78728,602870.0000000000
78733,476280.0000000000
78735,561290.0000000000
78742,750100.0000000000
78744,772180.0000000000
78751,534063.0000000000
78753,576913.0000000000
78758,237160.0000000000
78760,198890.0000000000
78767,217410.0000000000
78769,362230.0000000000
78776,232820.0000000000
78778,249490.0000000000
78783,1101495.0000000000
78785,1028180.0000000000
78792,1030070.0000000000
78794,1028035.0000000000
78801,1182315.0000000000
78803,1222150.0000000000
78808,959700.0000000000
78810,381310.0000000000
78817,380199.0000000000
78819,241047.0000000000
78828,4977.0000000000
78842,242946.0000000000
78844,400381.0000000000
78851,338108.0000000000
78853,368114.0000000000
78858,399173.0000000000
78860,265605.0000000000
78867,247524.0000000000
78869,413495.0000000000
78876,378036.0000000000
78878,335724.0000000000
78883,395698.0000000000
78885,319439.0000000000
78894,30756.0000000000
78901,25616.0000000000
78903,2805.0000000000
78910,11221.0000000000
78912,156290.0000000000
78917,393487.0000000000
78919,251197.0000000000
78926,434357.0000000000
78928,290397.0000000000
78933,264677.0000000000
78935,281887.0000000000
78937,457057.0000000000
78944,257887.0000000000
78951,310337.0000000000
78953,242467.0000000000
78960,425320.0000000000
78962,486310.0000000000
78967,405530.0000000000
78969,461800.0000000000
78976,492140.0000000000
78978,531860.0000000000
78985,484160.0000000000
78987,512650.0000000000
78992,417500.0000000000
78994,515600.0000000000
79001,555790.0000000000
79003,536030.0000000000
79017,627105.0000000000
79019,502545.0000000000
79026,2142509.0000000000
79028,1318209.0000000000
79035,475425.0000000000
79037,536462.0000000000
79042,566101.0000000000
79044,497424.0000000000
79051,455318.0000000000
79053,462941.0000000000
79060,659799.0000000000
79062,454793.0000000000
79067,235703.0000000000
79069,227734.0000000000
79076,391385.0000000000
79078,203815.0000000000
79085,262899.0000000000
79087,370636.0000000000
79092,377147.0000000000
79094,355705.0000000000
79101,233803.0000000000
79103,249448.0000000000
79110,245721.0000000000
79112,269608.0000000000
79117,378136.0000000000
79119,243946.0000000000
79126,276151.0000000000
79128,256330.0000000000
79135,368190.0000000000
79137,266800.0000000000
79142,306980.0000000000
79144,365610.0000000000
79146,305220.0000000000
79151,284340.0000000000
79153,280520.0000000000
79160,416280.0000000000
79162,279400.0000000000
79167,427630.0000000000
79169,585840.0000000000
79171,348300.0000000000
79176,529980.0000000000
79178,419800.0000000000
79185,995806.0000000000
79187,476851.0000000000
79194,1141391.0000000000
79196,1498441.0000000000
79201,1321676.0000000000
79203,1394743.0000000000
79210,1334242.0000000000
79212,1052046.0000000000
79219,460656.0000000000
79221,381410.0000000000
79228,85925.0000000000
79237,252727.0000000000
79244,1861668.0000000000
79246,3309944.0000000000
79253,368225.0000000000
79260,1096648.0000000000
79262,293343.0000000000
79269,638919.0000000000
79271,843627.0000000000
79276,8780.0000000000
79278,267466.0000000000
79285,1949902.0000000000
79287,1537259.0000000000
79294,122650.0000000000
79296,315680.0000000000
79301,3066.0000000000
79319,1000.0000000000
79321,482240.0000000000
79326,511790.0000000000
79328,514960.0000000000
79335,468150.0000000000
79337,375150.0000000000
79344,317180.0000000000
79346,388400.0000000000
79351,359080.0000000000
79353,458400.0000000000
79360,293440.0000000000
79362,233170.0000000000
79369,267870.0000000000
79371,299960.0000000000
79376,371920.0000000000
79378,381820.0000000000
79380,306750.0000000000
79385,332020.0000000000
79387,257000.0000000000
79394,369950.0000000000
79396,307920.0000000000
79401,367830.0000000000
79403,389530.0000000000
79405,429850.0000000000
79410,436860.0000000000
79412,291810.0000000000
79419,482470.0000000000
79421,365180.0000000000
79426,375200.0000000000
79428,3386673.0000000000
79435,21683.0000000000
79437,1786736.0000000000
535945,3421929.0000000000
535947,512857.0000000000
535954,900407.0000000000
535956,1691232.0000000000
535961,1440563.0000000000
535963,1503516.0000000000
535970,875342.0000000000
535972,1752314.0000000000
535979,1505044.0000000000
535981,1436789.0000000000
535986,1000259.0000000000
535988,1938394.0000000000
535995,1898914.0000000000
535997,1819395.0000000000
536004,1345078.0000000000
536013,0.0000000000
536020,802751.0000000000
536022,706831.0000000000
536029,219198.0000000000
536070,2446904.0000000000
536072,2590672.0000000000
536079,1000.0000000000
536111,361034.0000000000
536115,627941.0000000000
536120,11735.0000000000
536136,963096.0000000000
536138,1009228.0000000000
536140,884228.0000000000
536145,342801.0000000000
536147,1134.0000000000
536154,510824.0000000000
536156,672948.0000000000
536163,848685.0000000000
536165,761841.0000000000
536170,740178.0000000000
536172,717361.0000000000
536179,316035.0000000000
536181,598594.0000000000
536188,316738.0000000000
536190,324229.0000000000
536197,204102.0000000000
536204,90000.0000000000
536206,90476.0000000000
536213,643510.0000000000
536215,123501.0000000000
536220,132558.0000000000
536222,126569.0000000000
536229,3369.0000000000
536238,405406.0000000000
536256,51481.0000000000
536329,229996.0000000000
536331,218416.0000000000
536340,486783.0000000000
536345,238561.0000000000
536347,206324.0000000000
536349,202424.0000000000
536354,207228.0000000000
536356,212806.0000000000
536397,954848.0000000000
536399,125900.0000000000
536404,2345319.0000000000
536488,475000.0000000000
536490,1566.0000000000
536597,2282000.0000000000
536599,2696776.0000000000
536606,1000.0000000000
536699,408978.0000000000
536706,482951.0000000000
536708,478721.0000000000
536749,767753.0000000000
536756,0.0000000000
536806,221510.0000000000
536813,266980.0000000000
536815,329490.0000000000
536822,362030.0000000000
536824,223150.0000000000
536831,346510.0000000000
536833,269820.0000000000
536838,407040.0000000000
536840,394540.0000000000
536842,346510.0000000000
536847,249470.0000000000
536849,267260.0000000000
536856,377110.0000000000
536858,368250.0000000000
536863,382490.0000000000
536865,399460.0000000000
536867,379340.0000000000
536872,346050.0000000000
536874,221300.0000000000
536881,267260.0000000000
536883,352400.0000000000
536888,347570.0000000000
536890,390270.0000000000
536892,227720.0000000000
536897,1000.0000000000
536899,1000.0000000000
536906,1000.0000000000
536915,186030.0000000000
536917,272473.0000000000
536922,153415.0000000000
536924,154680.0000000000
536931,58059.0000000000
536933,370176.0000000000
536940,353616.0000000000
536942,499899.0000000000
536947,546378.0000000000
536949,338507.0000000000
536956,269500.0000000000
536958,272570.0000000000
536965,247430.0000000000
536967,348460.0000000000
536972,350860.0000000000
536974,349650.0000000000
536981,282860.0000000000
536983,255050.0000000000
536990,338850.0000000000
536992,449970.0000000000
536997,503880.0000000000
536999,1000.0000000000
537006,147777.0000000000
537008,5680.0000000000
537015,375050.0000000000
537017,316000.0000000000
537022,316830.0000000000
537024,401970.0000000000
537056,508937.0000000000
537065,298660.0000000000
537067,358508.0000000000
537072,347576.0000000000
537074,350336.0000000000
537076,480328.0000000000
537081,80000.0000000000
537083,80000.0000000000
537090,80000.0000000000
537092,80000.0000000000
537097,554182.0000000000
537099,557206.0000000000
537101,80000.0000000000
537106,120000.0000000000
537108,68600.0000000000
537115,68600.0000000000
537117,68600.0000000000
537122,68600.0000000000
537124,97200.0000000000
537126,97200.0000000000
537131,68600.0000000000
537133,68600.0000000000
537140,97200.0000000000
537142,68600.0000000000
537149,56000.0000000000
537151,56000.0000000000
537156,67500.0000000000
537158,67500.0000000000
537165,60750.0000000000
537167,60750.0000000000
537174,56000.0000000000
537176,56000.0000000000
537181,80000.0000000000
537183,80000.0000000000
537190,56000.0000000000
537192,56000.0000000000
537199,45000.0000000000
537201,45000.0000000000
537206,45000.0000000000
537208,915040.0000000000
537215,56000.0000000000
537217,67500.0000000000
537224,80000.0000000000
537226,80000.0000000000
537231,67500.0000000000
537233,67500.0000000000
537251,45000.0000000000
537256,45000.0000000000
537258,45000.0000000000
537265,341590.0000000000
537267,45000.0000000000
537274,56000.0000000000
537276,56000.0000000000
537281,67500.0000000000
537283,80000.0000000000
537290,67500.0000000000
537292,303739.0000000000
537299,1709723.0000000000
537301,1991076.0000000000
537324,45630.0000000000
537326,45630.0000000000
537331,45630.0000000000
537333,45630.0000000000
537335,45630.0000000000
537340,27040.0000000000
537342,27040.0000000000
537349,27040.0000000000
537351,27040.0000000000
537356,27040.0000000000
537358,27040.0000000000
537360,27040.0000000000
537365,27040.0000000000
537426,2644987.0000000000
537433,783618.0000000000
537435,559758.0000000000
537440,413737.0000000000
537442,408432.0000000000
537449,442475.0000000000
79444,1000.0000000000
79446,0.0000000000
79453,805152.0000000000
79455,630058.0000000000
79460,955527.0000000000
79462,771726.0000000000
79469,1101914.0000000000
79471,799458.0000000000
79478,707280.0000000000
79480,285670.0000000000
79485,596438.0000000000
79487,666464.0000000000
79496,424690.0000000000
79503,291450.0000000000
79505,416110.0000000000
79510,288800.0000000000
79512,312580.0000000000
79519,429670.0000000000
79521,402950.0000000000
79528,398790.0000000000
79530,297280.0000000000
79535,285620.0000000000
79537,382610.0000000000
79544,360870.0000000000
79546,421620.0000000000
79553,359860.0000000000
79555,358250.0000000000
79560,363390.0000000000
79562,470040.0000000000
79569,463650.0000000000
79571,342730.0000000000
79578,378410.0000000000
79585,358830.0000000000
79587,347240.0000000000
79596,2514.0000000000
79605,631336.0000000000
79610,1399421.0000000000
79612,629241.0000000000
79614,440316.0000000000
79619,296090.0000000000
79621,417570.0000000000
79628,272640.0000000000
79630,284430.0000000000
79635,296550.0000000000
79637,302780.0000000000
79639,256740.0000000000
79644,264920.0000000000
79646,401220.0000000000
79653,294560.0000000000
79655,2980.0000000000
79664,6360.0000000000
79669,147720.0000000000
79671,1059445.0000000000
79678,1094744.0000000000
79680,716961.0000000000
79687,753399.0000000000
79689,723043.0000000000
79694,803561.0000000000
79696,861037.0000000000
79703,1000.0000000000
79705,909476.0000000000
79712,0.0000000000
79714,0.0000000000
79719,0.0000000000
79721,0.0000000000
79728,0.0000000000
79730,0.0000000000
79737,1029727.0000000000
79739,987893.0000000000
79744,1455470.0000000000
79746,1020298.0000000000
79753,385190.0000000000
79755,503210.0000000000
79762,392180.0000000000
79764,397060.0000000000
79769,535960.0000000000
79771,509250.0000000000
79778,385720.0000000000
79780,401350.0000000000
79787,320900.0000000000
79789,439170.0000000000
79794,421140.0000000000
79796,375170.0000000000
79805,439497.0000000000
79819,975627.0000000000
79821,1088829.0000000000
79828,1019467.0000000000
79830,1471641.0000000000
79837,1049595.0000000000
79839,2021473.0000000000
79844,1018549.0000000000
79846,1403640.0000000000
79855,22440.0000000000
79862,0.0000000000
79869,647391.0000000000
79871,543210.0000000000
79873,490200.0000000000
79878,435928.0000000000
79887,262138.0000000000
79898,10458.0000000000
79912,570580.0000000000
79914,373380.0000000000
79921,376390.0000000000
79923,376410.0000000000
79928,362250.0000000000
79930,503150.0000000000
79946,810124.0000000000
79948,1077967.0000000000
79953,796060.0000000000
79955,299944.0000000000
79962,1000.0000000000
79971,895891.0000000000
79973,932244.0000000000
79978,1034050.0000000000
79980,959646.0000000000
79987,757527.0000000000
79989,863159.0000000000
79996,611456.0000000000
79998,715725.0000000000
80003,680267.0000000000
80005,541642.0000000000
80012,469135.0000000000
80014,595607.0000000000
80021,696649.0000000000
80023,567747.0000000000
80028,671864.0000000000
80030,596490.0000000000
80037,641664.0000000000
80039,579944.0000000000
80046,561414.0000000000
80048,49427.0000000000
80062,224825.0000000000
80064,365485.0000000000
80071,1610923.0000000000
80080,34875.0000000000
80087,906546.0000000000
80089,685526.0000000000
80096,737076.0000000000
80098,845276.0000000000
80103,1013006.0000000000
80105,820176.0000000000
80107,846606.0000000000
80112,708966.0000000000
80128,308855.0000000000
80132,175712.0000000000
80139,1325936.0000000000
80146,278237.0000000000
80148,256037.0000000000
80153,282817.0000000000
80155,170417.0000000000
80157,230847.0000000000
80162,290867.0000000000
80164,874718.0000000000
80171,1000.0000000000
80173,1000.0000000000
80180,367920.0000000000
80182,344180.0000000000
80187,295920.0000000000
80189,263510.0000000000
80196,372580.0000000000
80198,329040.0000000000
80205,349480.0000000000
80207,413020.0000000000
80212,278790.0000000000
80214,353510.0000000000
80221,367710.0000000000
80223,321220.0000000000
80230,419530.0000000000
80232,473650.0000000000
80237,346780.0000000000
80239,248560.0000000000
80246,347410.0000000000
80248,163039.0000000000
80257,7173495.0000000000
80262,624265.0000000000
80264,606855.0000000000
80271,628328.0000000000
80273,573655.0000000000
80280,568457.0000000000
80282,634261.0000000000
80287,602099.0000000000
80289,762971.0000000000
80296,11668.0000000000
80298,904411.0000000000
80305,197790.0000000000
80307,0.0000000000
80312,1000.0000000000
80314,61849.0000000000
80321,77279.0000000000
80323,110905.0000000000
80330,2700855.0000000000
80332,514516.0000000000
80337,0.0000000000
80339,16830.0000000000
80341,500508.0000000000
80348,28141.0000000000
80355,51960.0000000000
80357,196683.0000000000
80362,90546.0000000000
80364,281005.0000000000
80366,696159.0000000000
80371,20743.0000000000
80373,63220.0000000000
80382,79007.0000000000
537451,442475.0000000000
537458,355944.0000000000
537460,538737.0000000000
537465,567038.0000000000
537467,434758.0000000000
537483,4898800.0000000000
537485,9056306.0000000000
537490,4391738.0000000000
537492,3632433.0000000000
537499,4113776.0000000000
537501,737138.0000000000
537508,570433.0000000000
537510,4355165.0000000000
537515,4295796.0000000000
537517,4450141.0000000000
537524,576978.0000000000
537526,666178.0000000000
537533,613240.0000000000
537540,576978.0000000000
537542,576978.0000000000
537549,610353.0000000000
537551,50000.0000000000
537558,627989.0000000000
537560,1199788.0000000000
537565,302965.0000000000
537608,510039.0000000000
537610,517410.0000000000
537615,440695.0000000000
537617,465631.0000000000
537619,489459.0000000000
537624,596881.0000000000
537626,1000.0000000000
537633,1876759.0000000000
537635,4629.0000000000
537644,579180.0000000000
537651,313600.0000000000
537658,350051.0000000000
537660,224240.0000000000
537676,105012.0000000000
537733,205767.0000000000
537801,3751.0000000000
537803,295549.0000000000
537808,0.0000000000
537849,90653.0000000000
537901,75196.0000000000
538128,101182.0000000000
538251,889497.0000000000
538253,568570.0000000000
538401,0.0000000000
538410,213756.0000000000
538528,277283.0000000000
538671,128.0000000000
538685,623984.0000000000
538837,613595.0000000000
538855,1000.0000000000
538864,508175.0000000000
538921,27730514.0000000000
539044,1098049.0000000000
539046,803885.0000000000
539048,780218.0000000000
539053,842575.0000000000
539055,870742.0000000000
539062,782772.0000000000
539064,887159.0000000000
539087,90231.0000000000
539089,17627.0000000000
539105,1284611.0000000000
539112,96750.0000000000
539114,96750.0000000000
539137,146290.0000000000
539148,17.0000000000
539153,97528.0000000000
539178,340047.0000000000
539189,5971.0000000000
539262,60225.0000000000
539287,1000.0000000000
539296,336012.0000000000
539298,337254.0000000000
539303,214948.0000000000
539307,340034.0000000000
539314,0.0000000000
539332,0.0000000000
539346,94095.0000000000
539348,0.0000000000
539364,458740.0000000000
539371,248200.0000000000
539373,247440.0000000000
539380,307110.0000000000
539382,273130.0000000000
539387,322730.0000000000
539389,247430.0000000000
539396,277240.0000000000
539398,418940.0000000000
539405,293940.0000000000
539407,237230.0000000000
539412,261140.0000000000
539414,304890.0000000000
539421,577342.0000000000
539423,798219.0000000000
539437,355586.0000000000
539439,328600.0000000000
539505,1107434.0000000000
539537,142913.0000000000
539541,224729.0000000000
539548,2507.0000000000
539562,5015.0000000000
539566,63935.0000000000
539573,157121.0000000000
539614,174684.0000000000
539623,133093.0000000000
539630,79402.0000000000
539814,368871.0000000000
539816,397060.0000000000
539823,438939.0000000000
539825,267175.0000000000
539830,401244.0000000000
539832,386493.0000000000
539839,252702.0000000000
539841,440083.0000000000
539848,333110.0000000000
539850,380343.0000000000
539855,484769.0000000000
539857,395061.0000000000
539864,400778.0000000000
539866,433934.0000000000
539873,250758.0000000000
539875,291285.0000000000
539880,438293.0000000000
539882,439728.0000000000
539889,244631.0000000000
539898,1000.0000000000
539900,1000.0000000000
539905,0.0000000000
539907,322720.0000000000
539914,166366.0000000000
539916,85452.0000000000
539966,1437758.0000000000
539989,534322.0000000000
539991,556733.0000000000
539998,667374.0000000000
540005,315710.0000000000
540007,336660.0000000000
540009,346440.0000000000
540014,354750.0000000000
540016,447520.0000000000
540023,333487.0000000000
540025,426477.0000000000
540030,264577.0000000000
540032,364657.0000000000
540034,296367.0000000000
540039,292537.0000000000
540041,327727.0000000000
540048,328477.0000000000
540050,308177.0000000000
540057,279857.0000000000
540059,340857.0000000000
540064,291267.0000000000
540066,273097.0000000000
540073,285937.0000000000
540082,778100.0000000000
540084,691658.0000000000
540089,853023.0000000000
540091,1002389.0000000000
540100,570921.0000000000
540107,124942.0000000000
540114,749995.0000000000
540123,1602.0000000000
540132,889.0000000000
540134,3285.0000000000
540139,2018486.0000000000
540141,1917462.0000000000
540148,1327912.0000000000
540150,297313.0000000000
540159,954798.0000000000
540164,232868.0000000000
540166,557328.0000000000
540175,935.0000000000
540182,2397.0000000000
540189,254092.0000000000
540209,0.0000000000
540216,15156227.0000000000
540223,139001.0000000000
540232,1785186.0000000000
540243,474072.0000000000
540264,147370.0000000000
540268,118907.0000000000
540273,1120.0000000000
540275,1120.0000000000
540323,0.0000000000
540391,1195916.0000000000
540393,1156574.0000000000
540398,1106312.0000000000
540400,1427488.0000000000
540407,893212.0000000000
540409,1219391.0000000000
540416,1285211.0000000000
540418,1120140.0000000000
540423,138758.0000000000
540425,1289720.0000000000
540482,521864.0000000000
540498,323140.0000000000
540502,832154.0000000000
540509,5620.0000000000
